YEAR;MONTH;DAY;PERIOD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
2018;2;26;8;9,79;4,21;67,19;4,67;30,94;8,15;28,95;75,11;40,92;21,81;13,6;11,31;3,94;52,93;20,91;39,41;18,34;8,72;11,79;45,73;24,97;17,33;42,78;13,19;29,08;28,03;3,23;23,57;50,86;19,1;9,52;8,49;6,09;53,34;15,41
2018;2;26;9;7,05;3,81;66,05;2,85;30,2;5,99;29,64;77,87;38,59;15,05;7,73;7,97;2,79;52,06;20,46;37,32;16,63;6,14;7,05;46,65;21,9;15,63;32,46;12,58;24,88;21,28;1,92;22,39;48,29;17,39;5,57;4,21;4,27;48,74;14,22
2018;2;26;10;6,17;3,76;64,78;1,98;30,66;5,68;35,99;81,46;37,46;11,63;4,15;7,45;1,85;54,27;21,59;37,07;18,23;4,96;5,18;47,47;23,17;15,72;24;11,91;25,73;19,42;0,85;24,36;49,15;18,16;3,88;2,39;2,87;44,68;14,44
2018;2;26;11;7,1;4,4;62,11;1,9;29,43;5,91;42,33;84,11;39,17;10,34;3,1;8,01;1,67;60,43;23,39;39,31;20,83;4,46;5,31;51,24;29,88;16,45;23,05;12,07;28,18;20,77;0,68;25,25;51,43;18,74;4,01;2,12;3,05;44,68;14,8
2018;2;26;12;8,31;4,93;59,13;1,6;27,89;5,28;44,98;86,89;41,78;9,12;2,8;7,81;1,83;64,08;23,98;42,3;23,2;4,08;5,27;57,74;37,67;16,83;27,41;12,85;29,58;22,95;0,96;22,5;54,75;18,4;4,84;1,97;3,63;49,95;14,9
2018;2;26;13;9,56;5,35;57,04;1,32;26,68;4,76;47,42;87,97;43,87;8,29;2,9;8,22;2,03;66,95;23,48;45,71;25,31;3,76;4,99;62,19;43,66;17,33;30,84;14,63;31,32;25,08;1,35;19,8;59,7;16,56;6,77;2,03;4,53;49,43;14,75
2018;2;26;14;10,73;5,81;50,42;1,49;25,23;4,6;48,7;87,93;46,32;7,57;3,12;8,67;2,43;68;22,96;49,04;27,2;3,51;4,62;67,05;47,8;18,02;29,54;16,43;33,49;27,58;1,92;19,8;63,41;14,65;9,91;2,38;5,63;42,08;14,6
2018;2;26;15;11,29;6,26;39,12;2,13;23,89;4,54;47,27;87,5;48,81;6,83;3,12;7,95;3,02;66,35;22,35;51,19;27,8;3,46;4,42;70,49;50,04;19,19;30,17;16,49;34,48;28,12;2,59;21,6;63,49;12,96;13,56;2,82;6,52;36,86;14,41
2018;2;26;16;10,67;6,76;37,93;2,61;22,73;4,47;43,61;87,26;50,32;6,29;2,9;6,66;3,75;63,44;21,76;51,39;27,84;3,83;4,16;68,41;50,53;20,08;35,91;15,97;33,64;26,28;3,32;21,08;63,17;12,49;16,17;2,99;7,13;33,72;13,99
2018;2;26;17;10,15;7,62;32,13;2,7;21,37;4,82;41,3;85,72;51,11;5,88;3,06;5,77;4,81;60,01;21,64;50,45;28,32;4,74;4,04;66,93;49,13;20,5;43,13;16,75;31,02;24,31;4,39;18,65;63,46;12,63;18,59;2,93;7,64;30,54;13,1
2018;2;26;18;11,22;9,71;27,15;3,42;20,3;5,92;42,82;82,2;52,77;6,38;4,02;6,54;6,94;57,76;23,06;50,33;26,98;6,52;4,57;63,37;47,94;21,29;46,29;18,91;27,65;23,32;6,67;17,34;62,28;13,48;21,39;3,73;8,85;27,08;13,18
2018;2;26;19;13,53;13,64;25,1;3,76;20,05;6,8;46,82;77,89;54,98;8,26;4,32;8,99;9,44;57,19;24,52;51,01;26,79;7,1;4,46;60,97;48,46;21,8;48,16;21,98;24,74;22,94;9,59;18,14;61,5;15,81;22,89;5,13;10,22;23,47;13,87
2018;2;26;20;15,73;17,49;21,91;3,49;20,56;6,24;50,54;75,33;55,83;10,34;4,18;10,48;11,4;58,55;24,48;51,06;27,31;6,14;3,56;57,6;49,07;22,49;49,21;25,18;22,59;22,98;11,46;19,17;62,05;16,72;22,82;6,06;11,15;21,37;14,26
2018;2;26;21;17,35;20,06;20,19;3,06;20,97;5,44;51,35;74,21;56,5;11,86;4,26;9,46;13,68;59,49;24,75;51,58;27,94;5,92;2,96;51,5;49,42;23,5;50,54;29,1;20,86;23,47;12,35;19,98;62,22;16,18;26,06;6,78;11,89;20,47;14,33
2018;2;26;22;19,04;21,91;20,43;2,54;21,18;5,56;48,87;72,18;57,77;12,7;4,69;7,85;16,71;59;26,21;52,59;27,45;6,15;2,5;42,32;50;23,84;51,6;37,04;19,27;24,56;12,73;20,57;61,17;16,67;32,56;8,39;12,58;20,64;13,97
2018;2;26;23;20,47;23,15;21,54;2,27;20,98;5,92;43,99;70,09;59,1;12,82;5,1;6,73;19,37;56,43;28,31;53,5;25,86;6,5;2,06;36,34;50,86;24,52;53,4;39,31;17,88;26,54;13,24;20,94;58,47;17,86;35,74;10,31;13,68;21,08;12,87
2018;2;26;24;22,11;24,09;22,56;2,12;20,87;6,25;37,25;69,12;59,65;12,41;5,17;6,09;21,23;52,5;29,41;54,67;23,84;7,11;1,69;32,79;51,54;25,65;55,27;39,78;17,26;30,08;13,84;21,62;55,35;18,4;38,19;11,42;14,35;21,55;10,55
2018;2;27;1;24,28;25,78;22,95;2,11;20,69;6,42;31,57;67,59;59,36;11,8;5,1;5,69;23,62;48,83;29,88;54,73;22,01;7,57;1,41;30,64;51,46;26,65;56,11;40,61;16,79;34,29;14,18;22,23;51,9;19,43;42,7;11,87;14,56;20,79;8,97
2018;2;27;2;25,55;29,42;23,1;2,56;19,88;5,89;28,65;65,76;60,23;11,34;5,27;5,06;26,85;43,7;30,93;52,79;20,2;7,74;1,33;27,6;51,14;27,31;56,11;44,88;16,55;37,19;14,72;22,68;47,69;20,1;48,84;12,45;15,04;19,13;8,45
2018;2;27;3;26,5;32,05;22,49;2,83;19,16;5,19;26,88;64,45;61,31;11,08;5,71;4,77;30,39;39,42;31,45;49,83;18,53;8,01;1,28;24,72;51,12;27,19;54,15;51,59;16,8;37,82;15,87;23,03;43,44;20,49;54,16;13,09;15,63;18,33;8,43
2018;2;27;4;28,27;32,42;20,88;2,54;19,3;4,69;24,65;62,64;61,46;10,95;6,34;4,94;32,86;36,2;31,74;45,32;17,7;8,22;1,16;22,6;51,45;26,39;53,35;54,95;16,6;35,97;17,21;22,81;39,42;20,78;54,85;13,91;16,29;18,36;9,47
2018;2;27;5;29,86;31,87;18,35;2,36;20,26;4,46;22,39;61,33;59,81;10,62;7;5,27;33,98;33,33;32,03;41,49;17,33;8,24;1,03;19,84;51,23;25,63;52,98;55,12;15,11;33,16;17,76;22,07;34,84;20,04;55,68;15,36;16,15;18,38;12,83
2018;2;27;6;31,41;31,11;16,03;2,38;21,41;4,57;20,41;60,1;57,63;9,9;7,39;5,77;34,8;28,83;31,74;39,02;17,79;8,4;0,93;17,03;50,63;24,93;52,81;54,76;13,71;30,89;16,99;21,97;31,36;18,63;60,08;16,94;16,01;18,39;17,3
2018;2;27;7;35,38;30,87;14,86;2,56;22,47;4,65;17,68;58,84;55,68;8,72;7,95;6,53;35,85;24,39;32,07;36,66;18,2;8,67;0,93;14,64;50,37;24,97;51,82;53,56;13,9;28,59;15,6;22,52;30,34;16,3;62,21;17,58;16,41;18,81;20,97
2018;2;27;8;40,2;30,01;12,92;2,72;22,51;3,86;13,24;57,01;51,62;6,62;7,53;6,86;33,42;18,71;31,23;32,89;14,91;7,81;0,88;10,06;49,51;25,43;49,78;52,41;13,3;24,6;12,64;20,94;29,82;12,54;62,63;14,8;14,38;17,96;22,55
2018;2;27;9;43,06;29,88;9,44;1,42;22,83;2,51;10,56;59,63;47,03;3,76;5,36;6,2;26,19;14,4;29,35;36,96;8,63;5,61;0,55;5,02;48,09;25,73;48,12;51,12;11,22;22,2;7,27;18;29,6;8,57;64,49;10,54;9,83;17,29;20,65
2018;2;27;10;44,76;33,07;8,36;0,44;23,79;1,93;13,54;65,48;44,04;2,67;4,59;6,6;20,44;12,68;30,13;50,98;5,74;4,7;0,36;2,79;47,51;27,53;49,85;50,06;10,4;24,25;4,36;17,04;31,38;7,12;67,65;9,6;8,17;19,35;20,27
2018;2;27;11;45,16;36,35;10,01;0,27;23,72;1,97;19,95;68,64;42,67;2,81;5,13;8,21;18,33;10,16;32,75;60,5;5,28;5,01;0,38;2,32;48,08;29,12;50,16;47,83;12,13;28,19;3,59;17,5;30,18;6,93;69,18;10,25;8,55;22,05;25,27
2018;2;27;12;46,38;37,99;11,93;0,29;23,81;2,12;26,34;71,24;47,72;3,58;5,58;9,71;18,04;7,86;34,42;61,91;5,03;5,27;0,46;2,44;48,98;29,55;50,14;42,83;15,25;31,62;3,27;17,5;25,24;6,55;69,2;10,46;8,33;23,24;29,48
2018;2;27;13;49,8;37,22;13,56;0,55;24,4;2,62;34,39;73,41;57,81;4,44;6,18;11,15;18,91;5,93;35,99;64,94;4,83;5,35;0,73;3,16;49,65;29,38;49,78;37,41;18,85;33,81;3,48;17,21;20,02;6,54;68,48;10,32;8,08;24,04;31,31
2018;2;27;14;52,86;35,49;15,71;1,02;25,37;3,52;41,52;75,58;65,36;5,39;6,99;12,14;20,48;5,16;36,3;70,1;4,68;5,45;1,29;4,39;50,38;28,6;51,28;33,01;23,26;36,56;4,12;16,65;15,97;6,98;67,6;9,97;8,86;23,9;32,17
2018;2;27;15;55,14;34,62;17,76;1,36;26,15;4,44;45,08;76,34;67,62;6,52;7,61;13,02;22,23;5,5;35,74;73,02;4,46;5,62;2,07;5,53;50,63;27,6;52,39;28,71;26,2;39,33;4,73;15,98;13,27;8,25;66,72;9,7;10,5;22,94;31,67
2018;2;27;16;55,54;34,69;17,86;1,49;26,51;5,23;45,5;74,53;69,43;7,41;7,64;13,39;23,3;6,88;35,49;74,47;4,03;5,75;2,85;6,5;50,02;26,65;50,28;23,83;25,21;39,27;5,05;15,01;11,27;9,66;64,94;9,16;11,74;22,47;30,46
2018;2;27;17;53,8;34,03;16,84;1,82;26,44;6,03;42,05;72,38;70,27;8,27;7,29;12,74;23,72;9,32;35,99;74,77;3,53;6,18;3,76;7,26;48,75;25,35;45,88;19,76;21,53;35,29;5,37;14,14;9,44;9,88;58,92;7,96;11,98;21,24;28,24
2018;2;27;18;52,4;31,56;16,48;2,59;26,57;7,37;38,48;69,63;70,68;9,75;7,39;13,71;25,34;12,87;37,59;73,76;3,62;7,49;5,29;7,65;48,96;24,33;39,8;18,05;20,22;31,21;6,92;14,3;8,51;9,77;51,47;7,79;12,68;20,13;27,31
2018;2;27;19;51,23;30,56;18;2,81;27,04;10,25;37,37;65,14;70,23;11,61;7,49;16,29;28,7;15,75;39,52;70,77;4,25;8,28;6,17;8,63;51,01;24,76;33,37;18,34;22,76;29,33;8,97;13,66;8,63;9,68;47,37;8,99;14,85;20,26;29,8
2018;2;27;20;48,85;31,94;19,41;2,22;27,55;14,06;36,16;59,23;69,71;13,33;7,99;18,17;31,87;17,14;40,06;68,82;4,74;8,3;6,15;10,5;51,43;25,44;28,97;18,93;29,46;29,62;9,64;12,95;9,31;8,97;45,5;10,53;17,64;20,12;32,7
2018;2;27;21;44,83;33,65;19,64;1,87;28,17;17,22;33,77;59,17;68,89;15,64;9,15;19,52;34,71;18,42;40,61;69,24;5,02;8,48;6,43;13,53;50,89;25,65;28,46;19,11;37,81;30,05;9,81;14,61;11,23;8,03;42,51;12,08;20,99;19,59;35,18
2018;2;27;22;40,63;35,11;19,26;1,73;28,49;19,68;31,16;59,3;68,43;17,41;9,86;20,9;37,45;20,39;42,26;63,46;5,57;8,93;6,71;16,66;50,6;25,92;29,7;18,16;43,37;27,36;9,4;18,2;14,32;7,18;39,59;13,25;22,11;18,8;37,73
2018;2;27;23;38,21;36,51;19,43;1,8;28,24;21,18;29,72;60,22;69,48;17,79;9,96;23,02;39,68;23,41;43,43;56,3;6,19;9,36;7,11;19,1;50,4;25,86;30,66;16,68;44,46;23,98;8,87;22,01;17,29;6,7;37;14,04;22,09;17,72;40,1
2018;2;27;24;37,04;38,37;19,69;1,95;27,65;21,4;28,88;57,93;70,38;18,64;10,13;26,78;41,11;26,51;44,59;53,33;6,96;9,76;7,62;22,98;50,92;26,34;30,08;14,37;44,51;20,84;8,37;23,18;19,82;6,57;33,17;14,17;23,58;17,06;42,52
2018;2;28;1;36,36;39,53;20,46;2,03;27,37;21,63;27,86;54,58;72,86;20,32;10,43;28,56;41,88;28,73;46,43;53,55;8,09;9,92;7,88;28,61;51,94;26,98;26,6;11,79;45,22;18,93;7,71;21,74;23,49;6,9;28,65;13,9;27,1;16,79;46,38
2018;2;28;2;36,4;41,61;20,5;2,03;27,48;22,3;26,79;53,25;71,59;21,5;10,79;27,9;42,27;30,44;47,93;54,58;9,34;10,05;8;35,26;52,43;26,32;22,39;10,31;49,31;18,4;7,32;19,35;28,43;8,15;24,35;13,64;29,92;16,38;49,51
2018;2;28;3;36,84;44,96;19,13;1,97;27,55;23,58;25,92;57,3;67,84;21,99;11,25;26,89;42,49;32,82;49,04;54,29;10,54;10,18;7,96;41,36;52,81;25,6;18,67;10,03;54,09;18,79;6,8;16,84;33,44;10,7;21,82;13,5;30,63;16,02;50,86
2018;2;28;4;37,29;48,1;17,67;1,86;27,23;24,73;25,39;57,63;60,71;22,14;11,43;26,46;42,84;35,48;49,67;54,69;11,96;10,32;7,76;43,79;52,92;25,13;18,31;10,68;57,21;21,38;5,81;14,34;38,55;14,04;20,59;13,2;30,63;15,52;51,82
2018;2;28;5;37,38;48,65;15,74;1,72;26,81;24,28;25,63;55,41;60,19;22,14;11,38;26,87;43,41;37,89;49,1;55,41;13,41;10,65;7,86;45,34;52,78;24,31;21,57;11,34;59,02;26,12;4,64;11,75;42,83;16,62;20,55;12,88;31,11;14,51;51,95
2018;2;28;6;37,92;46,55;13,45;1,54;27,05;22,2;27,02;54,09;64,27;21,74;11,53;27,74;43,14;40,54;48,52;56,41;15,31;11,33;8,08;50,72;52,14;22,92;25,63;11,45;60,48;30,13;3,68;9,67;47,42;18,46;21,67;12,71;31,82;13,39;52,34
2018;2;28;7;39,6;43,98;12,52;1,4;27,54;19,86;28,09;52,96;65,31;20,64;12,05;29,56;42,58;42,96;48,12;57,61;17,99;12,07;8,26;59,5;51,08;21,24;29,59;11,9;62,69;32,57;2,97;8,03;49,7;20,33;21,88;12,39;32,54;13,02;52,17
2018;2;28;8;39,87;40,36;12;1,19;26,27;17,75;24,84;51,68;63,25;17;11,14;31,35;39,28;41,25;47,02;58,06;18,13;11,24;7,58;61,91;48,55;19,03;33,27;11,76;61,1;32,17;2,19;6,04;48,22;18,53;19,27;10,25;30,59;12,02;52,59
2018;2;28;9;38,29;37,68;10,26;0,56;24,86;16,05;22,34;50,96;63,41;10,73;8,64;32,1;32,34;37,03;46,59;60,85;13,28;9,63;6,4;63,87;44,27;16,22;40,63;12,11;56,4;33,04;0,78;4,14;48,03;13,36;17,35;5,79;27,14;9,88;57,69
2018;2;28;10;36,68;37,8;9,17;0,27;24,53;16,35;24,78;50,91;66,82;7,25;7,84;33,61;27,97;36,62;48,34;67,48;10,64;9,76;7,65;65,4;43,44;15,09;57,07;15,57;53,46;37,7;0,15;3,5;51,52;11,68;18,51;3,64;26,06;8,97;66,28
2018;2;28;11;35,79;38,6;9,99;0,28;24,12;18,44;28,73;51,14;66,61;6,25;8,15;37,39;25,58;38,82;51,97;72,68;11,52;10,58;10,07;65,06;45,24;14,9;66,29;18,97;50,25;44,46;0,17;3,52;56,1;12,5;19,79;3,88;26,7;9,19;68,67
2018;2;28;12;35,86;37,57;11,38;0,37;24,08;20,8;32,5;51,47;61,17;5,89;8,12;41,53;23,78;40,52;55,39;73,61;13,31;10,41;11,19;62,42;46,6;14,37;64,67;21,01;44,24;49,28;0,21;3,79;61,03;13,02;20,47;4,58;26,9;9,87;68,11
2018;2;28;13;35,36;36,14;12,09;0,63;24,31;22,24;35,53;54,65;54,25;5,65;8,14;45,21;22,86;40,52;56,96;72,56;16,25;10,17;12,42;59,48;47,58;13,1;69,98;25,14;38,1;52,09;0,34;3,97;63,44;12,82;21,55;5,76;27,52;10,68;67,77
2018;2;28;14;33,08;35,15;12,02;1;24,78;22,75;37,71;63,71;47,26;5,14;8,5;49,91;22,21;41,15;57,14;71,13;19,32;10,14;13,45;50,13;47,77;11,1;75,82;29,81;33,45;53,62;0,56;3,93;64,7;11,65;23,62;7,47;29,54;11,26;68,06
2018;2;28;15;29,08;33,34;11,15;1,4;25,64;22,7;39,26;70,91;41,42;4,4;9,48;54,28;22,14;42,39;57,01;70,94;21,93;9,91;13,82;40,16;46,92;8,89;71,97;33,09;30,46;54,61;0,79;3,93;63,47;10,58;25,18;9,58;31,19;11,38;66,53
2018;2;28;16;24,24;30,75;9,74;1,62;26,71;21,39;38,67;61,7;38,1;3,98;10,53;56,83;22,72;40,42;56,95;70,45;23,94;9,32;13,87;31,13;45,17;7,32;72,51;32,1;28,79;55,64;0,87;3,84;59,47;9,81;24,56;11,29;31,4;10,19;64,64
2018;2;28;17;19,01;27,33;9,06;1,64;28,23;18,34;35,7;48,3;36,51;3,99;10,55;57,89;23,73;37,42;56,55;69,26;26,05;8,59;13,01;25,21;42,39;6,59;73,48;30,77;27,78;55,04;0,92;3,83;56,38;8,61;21,89;12,22;32,06;8,23;62,53
2018;2;28;18;15,65;24,85;10,77;1,9;30,9;15,56;31,29;44,37;36,33;4,85;9,83;59,32;26,28;37,34;55,28;67,44;30,36;8,66;12,17;22,19;41,32;6,81;72,84;32,6;28;53,16;1,04;4,9;55,7;7,84;20,32;13,43;33,76;7,65;62,43
2018;2;28;19;15,37;23,77;14,88;2,11;33,81;13,52;28,08;54,39;41,14;6,4;9,14;60,6;29,92;39,22;52,4;65,56;35,7;9,04;12,48;21,78;40,96;6,73;71,68;34,14;29,09;51,38;0,96;6,94;54,81;8,04;21,13;15,58;35,62;8,5;64,71
2018;2;28;20;15,97;22,95;18,42;2,14;35,08;12,73;27,25;67,73;50,85;7,59;8,49;60,76;31,62;40,43;48,38;65,1;38,75;9,93;12,78;21,35;39,07;5,92;71,85;35,07;29,05;50,88;0,95;9,46;53;8,47;23,07;17,48;37,43;9,35;65,96
2018;2;28;21;15,68;22,21;19,41;2,38;36;12,85;27,43;74,12;56,45;8,34;8,56;60,13;32,72;39,43;45,1;64,38;39,75;11,09;13,08;19,24;37,23;5,38;71,12;36,26;28,44;50,68;0,82;13,51;50,67;9,01;24,58;18,97;39,56;9,84;65,21
2018;2;28;22;15,19;21,26;21,19;3,37;37;12,77;27;72,75;57,95;8,83;9,17;60,56;34,89;36,86;42,29;60,06;40,3;12,14;13,25;18,32;36,45;5,3;70,79;36,76;27,43;50,6;0,78;18,22;48,13;9,73;25,47;20,66;41,41;10,01;62,44
2018;2;28;23;15,75;20,54;24,12;4,75;37,68;13,47;26,39;70,68;58,91;9,44;10,19;63,37;36,89;35,35;40,44;54,02;40,8;12,42;12,98;18,63;36,22;5,36;69,13;37,72;26,44;51,7;0,87;20,93;46,04;9,87;26,3;22,02;41,76;9,88;59,95
2018;2;28;24;16,34;20,62;26,24;6,05;37,38;15,9;26,65;67,71;59,92;10,68;11,17;65,06;38,45;35,11;38,7;50,19;41,09;12,18;12,55;19,54;35,72;5,39;65,59;38,71;26,08;53,35;0,97;20,6;43,42;9,61;27,42;23,09;41,5;9,48;58,6
2018;3;1;1;15,95;20,47;26,57;7,27;36,79;20,41;29,99;65,19;61,08;11,65;11,63;66,32;39,27;34,85;36,61;48,38;41,33;11,9;12,22;21,34;35,32;5,37;61,88;39,02;27,39;54,82;1,13;20,3;39,54;9,72;28,48;24,41;41,82;8,72;57,29
2018;3;1;2;16,27;20,35;25,68;8,25;37,25;26,27;35,01;62,9;61,43;11,67;11,92;69,48;39,64;35,47;34,4;46,39;41,47;11,86;11,77;23,36;35,76;4,97;59,55;39,02;29,14;55,45;1,3;22,07;35,4;9,99;28,7;25,92;44,05;7,75;54,72
2018;3;1;3;17,18;20,72;25,32;9,18;39,14;31,08;39,2;59,38;61,05;12,03;12,42;71,56;40,31;35,64;33,39;43,33;41,33;11,85;11,29;24,1;36,15;4,36;58,87;38,9;29,9;55,8;1,45;29,2;31,46;9,76;29,96;26,72;47,34;6,95;51,61
2018;3;1;4;18,07;20,48;23,89;9,77;41,24;33,19;43,95;54,21;61,23;12,98;13,06;72,59;40,28;34,9;34,14;40,31;40,7;11,82;10,99;24,87;36,38;3,8;57,6;40,68;28,2;55,07;1,63;36,79;26,54;9,65;32,15;27,47;50,31;6,54;49,92
2018;3;1;5;18,57;20,53;22,25;9,85;42,47;33,52;47,74;47,83;62,42;13,18;13,59;72,9;39,5;33,77;35,18;37,95;40,88;11,9;10,58;26,17;35,95;3,53;53,54;43,19;25,22;53;1,83;37,79;20,09;10,76;34,3;28,29;52,59;6,34;47,28
2018;3;1;6;18,46;21,66;20,71;9,77;42,5;33,34;49,31;41,73;63,36;12,47;13,94;71,01;39,11;33,4;34,5;35,95;41,99;12,02;10,12;29,1;35,35;3,59;45,97;45,17;23,42;50,25;2,14;39,2;14,1;12,74;36,41;28,54;53,24;6,42;43,93
2018;3;1;7;18;22,3;18,95;9,41;43,39;33,19;48,69;39,04;63,5;11,5;14,27;69,17;38,86;34,47;31,89;34,92;42,25;12,15;9,74;31,08;35,53;3,73;38,46;46,53;24,29;47,51;2,48;39,48;9,45;17,36;39,31;28,83;53,88;6,69;40
2018;3;1;8;14,72;21,67;16,81;7,28;43,71;33,39;45,16;37,66;63,36;8,86;12,62;71;35,53;34,7;28,39;32,45;38,9;11,28;8,22;29,19;33,6;3,19;36,18;47,27;24,28;46,21;2,56;37,08;6,44;19,41;37,92;28,28;52,96;5,92;32,32
2018;3;1;9;9,46;19,6;11,79;3,7;42,71;33,29;43,4;40,01;63,19;4,91;8,17;72,25;30,48;33,96;25,52;30,66;34,11;8,52;5,35;27,76;26,89;2,02;35,76;48,07;25,22;46,99;1,33;31,16;5,06;20,44;32,74;27,95;50,84;4,23;23,56
2018;3;1;10;7,24;19,3;7,54;2,05;43,49;33,08;49,99;43,31;64,25;3,25;5,81;74,43;28,46;34,13;25,02;30,69;33,77;6,57;3,86;33,02;23,16;2,01;36,11;49,64;31,94;49,37;0,41;28;5,06;24,09;34,73;29,98;51,98;3,91;21,57
2018;3;1;11;7,26;19,64;6,06;1,76;47,08;32,22;62,63;46,22;65,07;3,28;5,82;76,13;29,53;34,7;26,29;29,17;36,62;6,08;3,48;42,01;23,07;2,64;37,16;52,2;37,89;52,03;0,34;28,53;5,24;27,86;42,89;32,93;55,93;4,74;23,29
2018;3;1;12;7,47;19,24;5,72;1,73;51,83;31,39;70,11;52,76;64,75;3,87;5,92;77,76;32,08;34,14;27,83;27,3;38,32;6,04;3,47;47,52;23,21;3,2;40,11;53,63;39,39;54,57;0,53;26,14;6,3;32,22;47,75;34,91;57,64;5,44;26,79
2018;3;1;13;8,12;19,05;5,35;1,94;55,88;31,68;75,91;59,25;64,46;4,81;6,06;78,45;35,55;33,52;28,86;25,46;39,11;6,68;3,78;51,06;24,13;3,79;42,97;53,35;39,74;56,17;1,09;23,2;7,81;35,46;49,91;35,63;54,91;6,21;31,22
2018;3;1;14;9,03;20,06;4,74;2,37;58,27;31,13;79,56;62,92;63,74;5,52;6,3;74,4;39,12;33,57;29,26;23,54;41,01;7,69;4,22;52,54;26,01;4,08;42,57;51,62;40,29;56,57;2,25;22,79;9,76;42,9;53,69;35,76;52,88;7,27;35,05
2018;3;1;15;10;21,37;3,98;2,81;59,26;30,43;79,77;63,86;61,98;6,02;6,63;67,38;42,95;33;28,19;21,88;43,85;7,32;4,69;52,28;27,31;4,09;37,12;49,59;41,71;56,33;4,08;22,31;12,73;57,95;55,53;35,89;53,02;8,16;37,25
2018;3;1;16;11,17;21,99;3,03;3,06;57,41;29,1;77,62;64,61;60,18;6,52;6,47;63,56;44,41;32,12;25,45;20,13;45,02;6,41;5,19;53,88;27,1;4,22;29,66;46,54;39,32;55,84;6,14;22,41;14,24;62,88;51,06;35,99;49,54;8,33;38,91
2018;3;1;17;12,08;22,89;2,56;3,2;54,07;26,5;73,81;61,53;57,38;6,71;5,81;52,61;43,32;32,62;21,59;17,92;42,93;5,88;6,17;54,5;27,51;4,33;23,24;41,74;31,01;55,01;7,52;23,26;15,7;60,11;46,13;36,12;39,15;8,4;40,2
2018;3;1;18;13,56;24,33;2,51;3,78;53,46;24,26;69,46;56,28;52,95;7,36;6,46;38,75;41,62;34,45;19,33;16,58;39,02;5,92;8,34;53,29;32,18;4,91;17,55;37,66;25,85;54,95;9,59;22,34;16,5;62,87;44,4;35,57;29,22;10,03;38,27
2018;3;1;19;14,79;25,54;2,63;4,61;53,03;23,07;63,56;54,44;46,39;9,19;8,16;37,27;41,1;36,16;19,93;15,55;36,76;6,64;11,86;53,1;39,55;6,95;13,39;35,68;25,06;56,8;12,57;21,01;17,47;59,48;45,68;35,13;25,1;13,1;37,48
2018;3;1;20;16,81;25,46;2,81;5,36;51,84;22,66;58,06;53,1;37,9;10,86;9,04;41,3;41,05;36,56;21,43;14,32;35,5;7,32;16,29;52,87;45,58;9,63;11,63;34,54;24,06;57,65;14,75;21,89;19,21;51,74;47,25;35,4;25,35;15,93;37,38
2018;3;1;21;21,06;24,74;3,23;6,9;51,99;22,39;54,35;46,52;32,2;11,48;9,67;45,35;40,57;37,22;23,07;14,13;33,91;7,74;21,51;51,45;49,45;11,68;11,92;33,32;22,57;57,24;17;23,1;21,28;43,55;47,29;36,23;25,98;18,29;37,29
2018;3;1;22;24,24;24,91;4,65;9,07;55,03;22,3;50,3;40,18;29,36;11,5;10,04;48,09;39,05;38,78;24,84;14,92;31,32;7,71;26,98;48,58;52,59;13,41;13,83;31,29;21,1;56,21;19,77;24,26;23,44;41,66;46,29;36,49;26;20,73;39,17
2018;3;1;23;26,16;24,05;6,78;11;58,9;21,26;45,28;34,27;28,62;11,18;10,13;50,28;37,03;40,02;27,31;15,52;28,22;6,81;32,28;48,84;55,08;14,47;14,98;28,44;20,24;55,37;22,53;25,75;25,54;41,52;45,09;35,74;25,31;22,58;42,5
2018;3;1;24;27,86;23,15;8,61;10,78;61,63;18,59;42,75;31,02;28,56;10,93;10,13;53,12;35,34;42,89;29,45;15,39;24,99;5,61;38,03;50,78;56,18;14,72;14,47;26,5;19,99;55,3;25,17;26,61;27,32;43,41;44,3;35,22;25,26;23,42;44,98
2018;3;2;1;29,3;23,36;10,21;10,35;60,27;15,63;40,95;30,05;27,36;10,52;9,76;63,79;31,62;43,07;30,57;13,87;22,2;4,95;43,62;50,4;56,55;15,44;13,6;25,33;19,87;55,91;28,97;29,05;28,69;40,51;42,88;34,9;25,38;24,28;46,41
2018;3;2;2;31,85;24,02;11,17;11,43;59,1;13,45;40,36;31,06;26,73;9,73;9,04;70,28;27,37;42,19;30,71;12,22;20,17;4,78;47,78;47,51;56,49;16,62;13,06;24,02;19,28;56,41;33;32,06;28,79;38,89;40,76;34,68;25,59;27,24;45,19
2018;3;2;3;35,91;25,7;11,82;13,95;59,35;11,86;38,89;33,97;26,66;8,89;8,12;68,25;22,45;41,13;29,73;11,23;18,97;4,42;50,55;45,35;56,04;18,45;13,08;22,76;17,65;57,11;36,18;32,04;27,74;41,51;40,04;35,21;25,73;32,56;41,76
2018;3;2;4;39,77;28,22;12,39;16,58;58,83;11,28;37,15;34,9;26,13;8,21;7,17;65,11;18,09;40,13;28,25;10,75;18,47;4,27;52,28;44,68;55,45;21,79;13,7;22,05;16,84;58,26;38,58;31,45;25,89;44,73;40,42;35,31;25,95;36,68;38,63
